user_id,gender,married,has_children,home_city,total_sessions,avg_clicks,avg_flight_discount,avg_hotel_discount,total_flights,total_hotels,cancellation_rate,avg_bags,avg_hotel_nights,total_trips,traveler_cohort
349132,F,False,False,cincinnati,11,15.09,0.18,0.1,3,5,0.0,0.67,4.0,8,Young Traveler
350648,F,False,False,lincoln,9,34.78,0.18,0.1,3,3,0.11,0.0,5.33,6,Young Traveler
353271,F,False,True,milwaukee,10,11.3,0.15,0.15,2,2,0.0,0.0,8.5,4,Young Traveler
353694,F,False,True,new york,9,13.11,0.08,0.0,3,3,0.0,0.67,6.67,6,Young Traveler
354050,F,False,False,detroit,11,19.82,0.05,0.05,6,6,0.0,0.17,2.0,12,Business Traveler
354260,F,False,False,providence,9,14.67,0.15,0.0,3,1,0.0,1.0,2.0,4,Business Traveler
354311,F,True,False,tucson,11,10.27,0.13,0.0,2,1,0.0,0.5,3.0,3,Young Traveler
354950,M,True,False,amarillo,9,13.22,0.0,0.1,2,2,0.0,1.0,9.0,4,Young Traveler
356046,F,False,False,ottawa,10,14.6,0.15,0.08,4,4,0.0,0.25,3.5,8,Young Traveler
357737,F,True,True,san diego,12,42.17,0.0,0.08,8,9,0.08,0.25,2.89,17,Family Traveler
359072,F,True,True,montreal,13,32.62,0.2,0.0,6,6,0.08,0.33,2.0,12,Family Traveler
359080,F,True,False,new york,11,18.73,0.1,0.2,6,4,0.0,0.67,2.5,10,Business Traveler
359653,M,False,False,victoria,11,18.0,0.25,0.08,5,5,0.0,0.8,0.8,10,Business Traveler
361459,F,True,True,houston,12,6.75,0.2,0.12,1,1,0.0,1.0,1.0,2,Family Traveler
361759,F,True,False,winnipeg,12,14.08,0.16,0.07,5,3,0.0,0.8,0.67,8,Business Traveler
363535,F,False,False,charlotte,11,26.45,0.18,0.0,5,5,0.09,0.6,2.2,10,Business Traveler
365825,F,False,False,los angeles,10,42.5,0.1,0.0,3,5,0.1,0.5,5.6,8,Young Traveler
371201,M,False,True,new york,10,16.6,0.27,0.05,2,1,0.0,1.5,2.0,3,Business Traveler
372970,F,False,False,charlotte,9,13.56,0.13,0.15,3,3,0.0,0.33,2.67,6,Business Traveler
373489,F,True,True,wichita,12,14.25,0.23,0.11,2,2,0.0,2.5,16.5,4,Family Traveler
374331,M,False,False,milwaukee,11,34.82,0.13,0.2,3,3,0.09,0.67,8.5,6,Young Traveler
374340,F,True,False,new york,12,13.17,0.0,0.05,1,1,0.0,1.0,11.0,2,Young Traveler
374341,F,False,False,detroit,9,14.22,0.1,0.0,1,4,0.0,1.0,10.5,5,Young Traveler
375160,F,False,False,houston,11,7.18,0.05,0.1,0,1,0.0,0.0,23.0,1,Young Traveler
375729,F,False,False,atlanta,12,15.92,0.11,0.08,5,4,0.0,0.4,3.25,9,Young Traveler
375751,F,True,False,cleveland,11,26.45,0.2,0.08,3,2,0.0,0.33,3.0,5,Young Traveler
376159,F,False,False,long beach,10,13.9,0.0,0.0,2,3,0.0,1.0,3.33,5,Young Traveler
377069,F,True,False,new york,10,26.9,0.2,0.05,2,1,0.1,1.0,0.0,3,Business Traveler
377411,F,True,False,montreal,11,15.18,0.12,0.13,3,3,0.0,0.33,1.67,6,Business Traveler
378565,F,True,True,nashville,10,17.4,0.09,0.1,4,6,0.0,0.75,8.17,10,Family Traveler
379543,F,True,False,san jose,10,15.5,0.1,0.15,4,5,0.0,0.5,2.4,9,Business Traveler
380434,F,True,True,oklahoma city,12,14.08,0.13,0.05,5,5,0.0,0.6,2.2,10,Family Traveler
380436,F,False,False,new york,10,17.1,0.05,0.18,3,3,0.0,0.67,4.67,6,Young Traveler
380757,F,False,True,los angeles,11,14.73,0.05,0.05,5,5,0.0,0.2,4.2,10,Young Traveler
380874,F,True,False,louisville,12,17.33,0.0,0.18,5,4,0.0,0.6,1.0,9,Business Traveler
380949,F,False,False,san antonio,11,42.36,0.0,0.15,7,6,0.09,0.14,2.83,13,Young Traveler
381259,F,False,True,san diego,9,12.22,0.0,0.1,2,1,0.0,0.5,1.0,3,Business Traveler
381465,F,False,False,san antonio,10,27.2,0.08,0.0,4,5,0.1,0.0,7.4,9,Young Traveler
382181,F,True,False,halifax,11,15.09,0.18,0.2,5,3,0.0,0.4,6.67,8,Young Traveler
382384,F,True,False,st. petersburg,10,10.4,0.0,0.0,2,2,0.0,1.0,1.0,4,Business Traveler
382533,F,False,False,long beach,11,7.18,0.2,0.05,0,0,0.0,0.0,0.0,0,Dreamer
385689,F,False,True,nashville,11,11.55,0.15,0.0,3,5,0.0,0.33,4.6,8,Young Traveler
386255,F,False,True,mobile,11,9.27,0.1,0.05,1,2,0.0,0.0,3.0,3,Young Traveler
386469,F,False,False,stockton,10,12.2,0.3,0.0,0,1,0.0,0.0,10.0,1,Young Traveler
386914,F,True,True,hamilton,12,28.25,0.1,0.13,4,3,0.08,2.25,2.5,7,Family Traveler
387282,F,False,True,amarillo,9,12.11,0.18,0.1,1,2,0.0,0.0,8.0,3,Young Traveler
387783,M,True,True,oakland,9,10.89,0.45,0.1,2,3,0.0,1.5,4.67,5,Family Traveler
388328,F,True,True,toronto,10,15.1,0.1,0.13,4,5,0.0,1.25,4.6,9,Family Traveler
388767,F,True,True,tallahassee,10,14.4,0.0,0.0,2,3,0.0,1.0,6.33,5,Family Traveler
388947,M,False,False,new york,11,11.27,0.2,0.1,4,2,0.0,0.75,2.0,6,Business Traveler
389434,F,False,False,new york,10,49.5,0.12,0.2,8,8,0.1,0.75,1.38,16,Business Traveler
389662,F,False,False,fresno,10,26.8,0.15,0.0,4,4,0.0,0.5,1.75,8,Business Traveler
389759,F,False,True,anchorage,9,20.67,0.17,0.0,4,4,0.0,0.25,4.25,8,Young Traveler
390811,F,False,False,los angeles,12,16.25,0.1,0.0,6,6,0.0,0.67,3.17,12,Young Traveler
392453,F,False,False,el paso,11,10.73,0.08,0.12,2,2,0.0,0.5,6.0,4,Young Traveler
395202,F,False,False,san jose,10,8.8,0.13,0.05,0,2,0.0,0.0,11.0,2,Young Traveler
395981,F,True,False,vancouver,11,12.91,0.15,0.0,3,4,0.0,1.0,2.5,7,Business Traveler
396552,F,True,False,london,12,12.17,0.0,0.1,4,5,0.0,0.5,1.6,9,Business Traveler
399137,F,True,False,dallas,9,19.56,0.17,0.0,3,4,0.0,1.0,3.75,7,Young Traveler
399218,F,True,True,fort worth,11,13.18,0.2,0.05,3,2,0.0,0.33,1.0,5,Family Traveler
399799,F,True,False,toronto,12,19.08,0.3,0.1,4,7,0.0,0.5,5.14,11,Young Traveler
400275,F,True,True,phoenix,10,10.8,0.14,0.0,2,1,0.0,0.5,4.0,3,Family Traveler
400582,F,True,False,chicago,10,16.6,0.1,0.15,5,6,0.0,0.2,2.17,11,Business Traveler
400899,F,True,False,quebec,11,26.64,0.0,0.0,5,5,0.0,0.6,3.2,10,Young Traveler
401245,F,False,False,omaha,10,14.6,0.13,0.15,4,3,0.0,0.0,2.67,7,Business Traveler
402332,F,False,False,sacramento,10,16.3,0.1,0.05,3,3,0.0,0.0,1.0,6,Business Traveler
402978,F,True,False,milwaukee,9,16.44,0.15,0.0,5,5,0.0,0.8,9.8,10,Young Traveler
403881,F,False,False,san diego,11,21.0,0.22,0.15,5,7,0.0,0.8,5.71,12,Young Traveler
404879,F,True,False,newark,11,15.18,0.15,0.1,6,5,0.0,0.83,3.0,11,Young Traveler
405305,F,True,True,san francisco,12,15.58,0.12,0.23,4,5,0.0,0.5,2.0,9,Family Traveler
406210,F,False,True,anchorage,9,12.22,0.2,0.0,3,2,0.0,0.67,6.5,5,Young Traveler
407118,F,True,False,new york,10,15.8,0.0,0.15,6,6,0.1,0.5,8.67,12,Young Traveler
407250,F,False,False,laredo,11,30.91,0.17,0.0,6,5,0.0,0.33,2.0,11,Business Traveler
407275,F,False,False,philadelphia,11,16.09,0.25,0.0,6,5,0.0,0.33,4.2,11,Young Traveler
407434,F,True,True,halifax,10,9.5,0.1,0.0,2,2,0.0,0.5,4.5,4,Family Traveler
407642,F,False,False,hamilton,11,13.55,0.15,0.0,3,3,0.0,0.0,1.33,6,Business Traveler
408551,F,True,True,chicago,11,10.55,0.13,0.1,3,3,0.0,0.33,2.33,6,Family Traveler
409073,F,True,False,sacramento,9,22.67,0.0,0.0,4,4,0.0,1.0,5.0,8,Young Traveler
411179,F,False,False,san jose,9,43.89,0.18,0.0,4,4,0.11,0.5,5.25,8,Young Traveler
411701,F,False,False,calgary,11,22.82,0.25,0.15,3,5,0.0,0.33,5.2,8,Young Traveler
413128,F,False,False,hamilton,12,16.08,0.1,0.08,5,6,0.0,0.4,4.83,11,Young Traveler
413340,F,True,True,nashville,10,16.2,0.0,0.15,5,2,0.0,0.6,6.0,7,Family Traveler
413418,F,False,False,knoxville,11,15.82,0.12,0.11,4,4,0.0,1.0,2.0,8,Business Traveler
413658,F,True,True,philadelphia,10,21.5,0.15,0.12,4,5,0.1,1.5,6.0,9,Family Traveler
414128,F,False,False,seattle,12,17.17,0.05,0.08,4,6,0.0,0.5,3.83,10,Young Traveler
415282,F,True,True,portland,11,14.36,0.1,0.16,4,4,0.0,0.25,3.25,8,Family Traveler
415381,F,True,False,chicago,10,12.6,0.0,0.15,3,2,0.0,1.0,2.5,5,Business Traveler
415581,F,True,False,new york,10,17.7,0.1,0.0,4,4,0.0,0.5,5.0,8,Young Traveler
416319,F,True,False,new york,12,29.42,0.15,0.08,3,3,0.0,1.0,0.67,6,Business Traveler
416580,F,False,False,fort worth,10,35.6,0.05,0.1,7,6,0.1,0.5,2.5,13,Business Traveler
417679,F,False,False,new york,11,17.91,0.12,0.11,7,6,0.0,0.43,2.33,13,Business Traveler
418329,M,False,True,detroit,9,23.89,0.1,0.13,3,4,0.0,0.67,9.25,7,Young Traveler
418488,F,True,False,toronto,10,22.1,0.23,0.13,4,5,0.0,0.5,4.2,9,Young Traveler
418692,F,False,False,fort worth,12,30.0,0.07,0.1,6,6,0.08,0.5,4.17,12,Young Traveler
420648,F,True,True,portland,11,14.0,0.12,0.0,4,4,0.0,0.75,5.0,8,Family Traveler
420669,F,True,True,calgary,11,49.0,0.1,0.0,6,6,0.18,0.67,5.6,12,Family Traveler
421247,F,True,True,memphis,10,22.2,0.0,0.09,6,6,0.0,0.33,4.0,12,Family Traveler
421515,F,False,False,winnipeg,9,22.56,0.15,0.05,3,3,0.0,0.33,2.33,6,Business Traveler
421666,F,False,True,washington,10,45.8,0.05,0.0,4,4,0.1,1.0,1.5,8,Business Traveler
421700,F,False,True,richmond,10,15.6,0.13,0.15,3,3,0.0,0.0,5.0,6,Young Traveler
421870,M,True,True,little rock,10,17.1,0.06,0.2,5,4,0.0,1.6,2.25,9,Family Traveler
422066,F,True,True,cincinnati,10,18.5,0.1,0.15,4,5,0.0,1.25,9.8,9,Family Traveler
422668,F,False,False,houston,10,12.2,0.18,0.1,0,0,0.0,0.0,0.0,0,Dreamer
423042,F,False,True,ottawa,10,29.6,0.15,0.1,6,8,0.1,0.5,7.0,14,Young Traveler
423413,F,False,False,new york,11,14.64,0.25,0.0,0,1,0.0,0.0,20.0,1,Young Traveler
424553,F,True,False,oklahoma city,10,27.2,0.23,0.3,2,4,0.0,0.5,6.75,6,Young Traveler
425632,F,True,False,tampa,11,14.55,0.1,0.05,3,3,0.0,0.33,3.33,6,Young Traveler
425653,M,False,True,portland,9,14.11,0.1,0.0,0,1,0.0,0.0,15.0,1,Young Traveler
425953,F,True,False,nashville,10,22.2,0.15,0.08,5,6,0.0,0.0,3.83,11,Young Traveler
425966,F,True,False,las vegas,10,16.9,0.0,0.05,3,3,0.0,0.33,2.67,6,Business Traveler
426478,F,False,False,hamilton,9,20.0,0.13,0.08,3,3,0.11,0.0,11.5,6,Young Traveler
427426,F,False,False,san diego,11,15.55,0.2,0.08,4,2,0.0,1.0,1.0,6,Business Traveler
427506,F,True,True,norfolk,9,37.56,0.25,0.1,5,4,0.11,1.2,1.5,9,Family Traveler
428056,M,False,False,vancouver,9,17.22,0.14,0.15,4,4,0.0,0.0,5.0,8,Young Traveler
428552,F,True,False,new york,11,14.09,0.25,0.13,4,4,0.0,0.25,1.75,8,Business Traveler
428858,F,False,False,san diego,10,39.6,0.1,0.0,3,4,0.1,0.33,8.0,7,Young Traveler
429345,M,True,True,tallahassee,10,14.3,0.1,0.08,0,1,0.0,0.0,6.0,1,Family Traveler
429375,F,False,False,new york,10,30.1,0.0,0.0,5,4,0.1,0.6,1.67,9,Business Traveler
430722,M,False,False,mobile,10,34.6,0.13,0.05,4,4,0.1,0.5,3.25,8,Young Traveler
431144,F,True,False,cincinnati,10,13.6,0.15,0.18,2,3,0.0,0.5,3.67,5,Young Traveler
431337,F,False,False,miami,11,16.27,0.0,0.05,4,5,0.0,0.75,3.4,9,Young Traveler
431602,F,False,False,tacoma,10,41.5,0.08,0.1,6,5,0.1,0.67,2.25,11,Business Traveler
431746,F,False,False,des moines,10,9.8,0.0,0.08,1,2,0.0,2.0,5.5,3,Young Traveler
431899,F,True,False,seattle,10,31.5,0.15,0.0,4,4,0.1,0.25,2.75,8,Business Traveler
431912,F,False,True,detroit,11,10.45,0.1,0.2,1,1,0.0,1.0,4.0,2,Young Traveler
432333,F,True,True,milwaukee,9,15.33,0.0,0.18,2,3,0.0,1.5,6.67,5,Family Traveler
432637,F,False,True,san antonio,10,19.5,0.13,0.15,5,5,0.0,0.2,1.8,10,Business Traveler
432941,F,False,False,anchorage,11,17.27,0.0,0.05,4,5,0.0,0.25,4.2,9,Young Traveler
433080,F,True,False,colorado springs,9,20.44,0.0,0.12,5,5,0.0,1.0,3.8,10,Young Traveler
433339,F,False,True,detroit,10,14.5,0.28,0.1,1,3,0.0,1.0,6.67,4,Young Traveler
433905,F,False,False,new york,10,15.2,0.05,0.15,0,2,0.0,0.0,10.0,2,Young Traveler
434238,F,True,True,indianapolis,11,16.82,0.0,0.1,3,2,0.0,0.67,4.0,5,Family Traveler
434623,F,False,False,montreal,9,51.33,0.08,0.15,6,6,0.11,0.17,7.67,12,Young Traveler
435231,F,False,False,toronto,11,16.09,0.13,0.1,2,4,0.0,0.5,3.25,6,Young Traveler
435596,F,False,False,houston,10,23.2,0.24,0.15,4,4,0.0,0.5,3.0,8,Young Traveler
435669,F,False,True,tampa,10,18.0,0.18,0.05,3,3,0.0,0.33,1.0,6,Business Traveler
435837,F,False,False,new orleans,10,16.8,0.2,0.15,2,3,0.0,1.5,5.33,5,Young Traveler
435882,F,True,False,washington,11,43.91,0.07,0.05,5,5,0.09,0.2,1.2,10,Business Traveler
436320,F,True,True,milwaukee,9,17.78,0.1,0.1,2,3,0.0,0.5,4.67,5,Family Traveler
436894,F,True,False,louisville,9,11.44,0.4,0.1,3,3,0.0,0.67,6.33,6,Young Traveler
437069,F,False,False,tucson,10,25.9,0.18,0.13,7,7,0.0,0.43,3.57,14,Young Traveler
437162,F,False,False,madison,10,45.6,0.15,0.05,3,4,0.1,0.5,2.5,7,Business Traveler
437251,F,False,False,london,10,16.6,0.0,0.0,3,4,0.0,0.33,4.75,7,Young Traveler
437539,F,False,False,nashville,10,21.1,0.1,0.08,7,6,0.0,0.43,1.83,13,Business Traveler
437549,F,False,False,new orleans,10,19.2,0.1,0.2,5,5,0.0,1.2,4.4,10,Young Traveler
438189,F,True,False,fort worth,11,18.82,0.1,0.1,7,6,0.0,0.71,1.83,13,Business Traveler
438406,F,False,False,los angeles,10,14.1,0.08,0.13,4,3,0.0,0.5,1.33,7,Business Traveler
438551,F,True,True,charlotte,11,39.55,0.15,0.25,3,5,0.09,4.0,6.6,8,Family Traveler
438596,F,False,False,oklahoma city,10,11.0,0.11,0.05,1,2,0.0,1.0,4.5,3,Young Traveler
438839,F,False,True,new york,10,16.5,0.22,0.08,5,5,0.0,0.8,5.6,10,Young Traveler
438937,F,False,False,sacramento,10,12.7,0.05,0.15,3,3,0.0,0.67,2.0,6,Business Traveler
438985,F,False,False,new york,10,20.5,0.1,0.15,5,5,0.1,0.2,5.0,10,Young Traveler
438995,F,False,False,tallahassee,11,14.45,0.05,0.1,0,1,0.0,0.0,5.0,1,Young Traveler
439052,F,True,False,richmond,11,17.55,0.12,0.1,5,5,0.0,0.6,5.4,10,Young Traveler
439120,M,True,False,tulsa,10,17.5,0.1,0.1,2,1,0.0,0.5,1.0,3,Business Traveler
439363,F,False,False,fort worth,10,19.3,0.1,0.05,5,4,0.0,0.2,4.5,9,Young Traveler
440212,F,True,True,winston-salem,10,19.2,0.08,0.1,2,3,0.0,1.0,2.67,5,Family Traveler
440655,F,False,True,toronto,10,18.1,0.0,0.1,5,5,0.0,0.0,1.2,10,Business Traveler
441200,F,False,True,ottawa,10,15.6,0.0,0.3,3,3,0.0,1.33,2.0,6,Business Traveler
441205,F,True,True,san antonio,10,20.4,0.13,0.13,4,2,0.0,0.75,1.0,6,Family Traveler
441448,F,False,True,san antonio,10,10.2,0.1,0.1,2,2,0.0,1.0,3.0,4,Young Traveler
441457,F,True,False,washington,10,16.1,0.08,0.15,4,5,0.0,0.5,3.0,9,Young Traveler
441982,F,False,False,new york,11,15.64,0.12,0.07,5,3,0.0,0.4,2.67,8,Business Traveler
442484,F,True,False,houston,10,19.4,0.22,0.13,5,3,0.0,0.6,1.0,8,Business Traveler
442718,F,True,True,new york,10,16.0,0.15,0.07,5,3,0.0,0.4,3.67,8,Family Traveler
442812,F,True,True,boston,10,13.6,0.15,0.0,2,3,0.0,0.5,5.67,5,Family Traveler
442819,F,True,False,ottawa,10,10.8,0.2,0.1,1,2,0.0,1.0,9.5,3,Young Traveler
442833,F,True,False,calgary,11,17.36,0.1,0.05,6,5,0.0,0.17,1.4,11,Business Traveler
443305,F,False,False,chicago,11,11.55,0.1,0.0,1,2,0.0,1.0,2.5,3,Business Traveler
443453,F,False,False,seattle,10,19.6,0.2,0.11,5,4,0.0,0.2,0.75,9,Business Traveler
443598,F,False,False,honolulu,10,11.2,0.08,0.25,2,3,0.0,0.5,8.0,5,Young Traveler
443652,F,False,False,seattle,10,17.5,0.05,0.08,6,6,0.0,0.83,2.5,12,Business Traveler
444387,F,True,False,cincinnati,10,14.8,0.12,0.1,4,4,0.0,0.5,2.0,8,Business Traveler
444885,F,True,False,amarillo,10,16.9,0.1,0.08,2,2,0.0,1.5,3.5,4,Young Traveler
445351,F,True,True,des moines,11,13.82,0.0,0.2,5,5,0.0,0.2,4.2,10,Family Traveler
445515,F,False,False,toronto,10,13.6,0.0,0.1,3,2,0.0,0.67,2.0,5,Business Traveler
446124,F,False,False,new york,10,18.0,0.0,0.2,6,6,0.0,0.5,2.5,12,Business Traveler
446138,F,True,False,houston,11,40.55,0.19,0.15,4,5,0.09,0.0,4.4,9,Young Traveler
446473,F,True,False,san diego,10,17.5,0.15,0.1,5,4,0.0,0.8,1.5,9,Business Traveler
446933,M,False,False,toronto,9,19.33,0.27,0.0,4,5,0.0,0.5,2.4,9,Business Traveler
447053,F,False,True,riverside,10,16.0,0.2,0.05,2,3,0.0,0.5,3.67,5,Young Traveler
447591,M,False,False,winnipeg,9,17.44,0.15,0.0,1,2,0.0,0.0,5.0,3,Young Traveler
447737,F,False,False,calgary,10,14.8,0.15,0.2,4,3,0.0,1.0,1.67,7,Business Traveler
447951,F,False,False,columbus,10,21.8,0.15,0.05,4,3,0.0,0.75,1.0,7,Business Traveler
448025,F,False,False,montreal,11,12.0,0.1,0.0,2,2,0.0,0.5,3.0,4,Young Traveler
448154,F,False,False,los angeles,10,17.3,0.15,0.05,4,2,0.0,0.5,4.5,6,Young Traveler
448295,M,True,False,lubbock,10,16.6,0.05,0.05,3,4,0.0,0.33,3.75,7,Young Traveler
448467,F,False,False,halifax,10,13.0,0.1,0.12,0,3,0.0,0.0,15.0,3,Young Traveler
448564,F,False,False,colorado springs,9,22.22,0.0,0.08,5,6,0.0,0.6,4.5,11,Young Traveler
449033,F,False,False,san diego,11,27.82,0.27,0.2,5,5,0.0,1.0,2.2,10,Business Traveler
449326,F,False,False,halifax,10,24.2,0.1,0.1,3,3,0.0,0.33,4.0,6,Young Traveler
449619,F,False,False,cleveland,10,15.6,0.05,0.18,3,3,0.0,1.0,5.33,6,Young Traveler
